content,name,article
第十二条第二項第九号に掲げる施設を設ける場合においては、当該都市公園は当該市街地再開発事業又は防災街区整備事業に関する都市計画において定められた施行区域に近接するもので〇・五ヘクタール以上の敷地面積を有するものであり、占用する公園施設は広場とし、建築面積の総計は広場の敷地面積の百分の三十を超えないこと。
九
第十二条第二項第十号に掲げる仮設の施設（建築物に限る。）を設ける場合においては、占用することができる都市公園は〇・五ヘクタール以上の敷地面積を有するものとし、占用の場所は都市公園の広場内とし、建築面積の総計はその広場の敷地面積の百分の三十を超えないこと。
十
第十二条第二項第一号の三に掲げる発電施設及び同項第二号の三に掲げるものを設ける場合においては、当該都市公園は、国土交通省令で定める基準に該当するものであること。
",都市公園法施行令,第十六条
"
前条に規定する会社管理高速道路及び道路以外の道路に係る法第二十三条第二項の政令で定める料金の額の基準は、次のとおりとする。
一
会社管理高速道路（全国路線網高速道路及び地域路線網高速道路を除く。）について法第三条第一項又は第六項の料金の額を定めようとするときには、協定の対象となる高速道路ごとに、料金徴収総額が、料金の徴収期間において支払うこととなる法第二十三条第一項第一号の貸付料の額の合計額及び当該徴収期間において必要となる当該高速道路に係る第五条各号に掲げる費用の額の合計額の合算額から当該徴収期間において徴収することとなる当該高速道路に係る割増金及び負担金の額その他得ることとなる当該高速道路に係る高速道路株式会社法第五条第一項第一号及び第二号の事業（これらの事業に係る同項第六号の事業を含む。）に係る料金以外の収入の額の合計額に相当する額を控除した額に見合う額とすること。
二
法第十条第一項若しくは第四項又は第十一条第一項若しくは第四項の料金の額を定めようとするときには、当該道路の料金徴収総額が、料金の徴収期間において必要となる当該道路に係る第七条第一項各号に掲げる費用の額の合計額から当該徴収期間において徴収することとなる当該道路に係る割増金、占用料、連結料、負担金、手数料及び延滞金の額、当該道路の新設、改築、維持、修繕、災害復旧その他の管理に要する経費の一部として国又は地方公共団体から受けることとなる補助に係る額その他得ることとなる当該道路に係る地方道路公社法第二十一条第一項の業務に係る料金以外の収入の額の合計額に相当する額を控除した額に見合う額とすること。
